"COUNTRY","Country","VARIABLE","Variable","SOURCE","Source","YEAR","Year","Value","Flag Codes","Flags"
"CRI","Costa Rica","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2009","2009",1922579,,
"CRI","Costa Rica","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2010","2010",2099829,,
"CRI","Costa Rica","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2011","2011",2192059,,
"CRI","Costa Rica","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2012","2012",2343213,,
"CRI","Costa Rica","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2013","2013",2427941,,
"CRI","Costa Rica","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2014","2014",2526817,,
"CRI","Costa Rica","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2015","2015",2660257,,
"CRI","Costa Rica","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2016","2016",2925128,,
"CRI","Costa Rica","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2017","2017",2959869,,
"CRI","Costa Rica","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2018","2018",3016667,,
"CRI","Costa Rica","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2019","2019",3139008,,
"CRI","Costa Rica","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2020","2020",1011912,,
"CRI","Costa Rica","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2021","2021",1347055,,
"CRI","Costa Rica","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2008","2008",319705,,
"CRI","Costa Rica","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2009","2009",386642,,
"CRI","Costa Rica","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2010","2010",394921,,
"CRI","Costa Rica","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2011","2011",336064,,
"CRI","Costa Rica","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2012","2012",199217,,
"CRI","Costa Rica","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2013","2013",212636,,
"CRI","Costa Rica","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2014","2014",232866,,
"CRI","Costa Rica","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2015","2015",239000,,
"CRI","Costa Rica","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2016","2016",278563,,
"CRI","Costa Rica","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2017","2017",270519,,
"CRI","Costa Rica","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2018","2018",296250,,
"CRI","Costa Rica","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2019","2019",239293,,
"CRI","Costa Rica","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2020","2020",134634,,
"CRI","Costa Rica","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2021","2021",29271,,
"CRI","Costa Rica","CAN","Canada","DEMAND","Tourism demand surveys","2009","2009",102471,,
"CRI","Costa Rica","CAN","Canada","DEMAND","Tourism demand surveys","2010","2010",119654,,
"CRI","Costa Rica","CAN","Canada","DEMAND","Tourism demand surveys","2011","2011",133033,,
"CRI","Costa Rica","CAN","Canada","DEMAND","Tourism demand surveys","2012","2012",151568,,
"CRI","Costa Rica","CAN","Canada","DEMAND","Tourism demand surveys","2013","2013",160398,,
"CRI","Costa Rica","CAN","Canada","DEMAND","Tourism demand surveys","2014","2014",172730,,
"CRI","Costa Rica","CAN","Canada","DEMAND","Tourism demand surveys","2015","2015",175771,,
"CRI","Costa Rica","CAN","Canada","DEMAND","Tourism demand surveys","2016","2016",188104,,
"CRI","Costa Rica","CAN","Canada","DEMAND","Tourism demand surveys","2017","2017",201921,,
"CRI","Costa Rica","CAN","Canada","DEMAND","Tourism demand surveys","2018","2018",217006,,
"CRI","Costa Rica","CAN","Canada","DEMAND","Tourism demand surveys","2019","2019",234621,,
"CRI","Costa Rica","CAN","Canada","DEMAND","Tourism demand surveys","2020","2020",115632,,
"CRI","Costa Rica","CAN","Canada","DEMAND","Tourism demand surveys","2021","2021",53185,,
"CRI","Costa Rica","EUROP","Europe","DEMAND","Tourism demand surveys","2009","2009",250154,,
"CRI","Costa Rica","EUROP","Europe","DEMAND","Tourism demand surveys","2010","2010",277412,,
"CRI","Costa Rica","EUROP","Europe","DEMAND","Tourism demand surveys","2011","2011",290719,,
"CRI","Costa Rica","EUROP","Europe","DEMAND","Tourism demand surveys","2012","2012",284996,,
"CRI","Costa Rica","EUROP","Europe","DEMAND","Tourism demand surveys","2013","2013",300942,,
"CRI","Costa Rica","EUROP","Europe","DEMAND","Tourism demand surveys","2014","2014",370482,,
"CRI","Costa Rica","EUROP","Europe","DEMAND","Tourism demand surveys","2015","2015",393115,,
"CRI","Costa Rica","EUROP","Europe","DEMAND","Tourism demand surveys","2016","2016",434884,,
"CRI","Costa Rica","EUROP","Europe","DEMAND","Tourism demand surveys","2017","2017",462295,,
"CRI","Costa Rica","EUROP","Europe","DEMAND","Tourism demand surveys","2018","2018",480102,,
"CRI","Costa Rica","EUROP","Europe","DEMAND","Tourism demand surveys","2019","2019",500602,,
"CRI","Costa Rica","EUROP","Europe","DEMAND","Tourism demand surveys","2020","2020",169949,,
"CRI","Costa Rica","EUROP","Europe","DEMAND","Tourism demand surveys","2021","2021",229813,,
"CRI","Costa Rica","USA","United States","DEMAND","Tourism demand surveys","2009","2009",770129,,
"CRI","Costa Rica","USA","United States","DEMAND","Tourism demand surveys","2010","2010",830993,,
"CRI","Costa Rica","USA","United States","DEMAND","Tourism demand surveys","2011","2011",858829,,
"CRI","Costa Rica","USA","United States","DEMAND","Tourism demand surveys","2012","2012",921097,,
"CRI","Costa Rica","USA","United States","DEMAND","Tourism demand surveys","2013","2013",929402,,
"CRI","Costa Rica","USA","United States","DEMAND","Tourism demand surveys","2014","2014",997262,,
"CRI","Costa Rica","USA","United States","DEMAND","Tourism demand surveys","2015","2015",1077044,,
"CRI","Costa Rica","USA","United States","DEMAND","Tourism demand surveys","2016","2016",1233277,,
"CRI","Costa Rica","USA","United States","DEMAND","Tourism demand surveys","2017","2017",1199241,,
"CRI","Costa Rica","USA","United States","DEMAND","Tourism demand surveys","2018","2018",1265067,,
"CRI","Costa Rica","USA","United States","DEMAND","Tourism demand surveys","2019","2019",1334777,,
"CRI","Costa Rica","USA","United States","DEMAND","Tourism demand surveys","2020","2020",434775,,
"CRI","Costa Rica","USA","United States","DEMAND","Tourism demand surveys","2021","2021",868986,,
"CRI","Costa Rica","AMERC","Central America","DEMAND","Tourism demand surveys","2009","2009",588739,,
"CRI","Costa Rica","AMERC","Central America","DEMAND","Tourism demand surveys","2010","2010",642517,,
"CRI","Costa Rica","AMERC","Central America","DEMAND","Tourism demand surveys","2011","2011",674172,,
"CRI","Costa Rica","AMERC","Central America","DEMAND","Tourism demand surveys","2012","2012",721049,,
"CRI","Costa Rica","AMERC","Central America","DEMAND","Tourism demand surveys","2013","2013",736161,,
"CRI","Costa Rica","AMERC","Central America","DEMAND","Tourism demand surveys","2014","2014",716645,,
"CRI","Costa Rica","AMERC","Central America","DEMAND","Tourism demand surveys","2015","2015",709102,,
"CRI","Costa Rica","AMERC","Central America","DEMAND","Tourism demand surveys","2016","2016",724638,,
"CRI","Costa Rica","AMERC","Central America","DEMAND","Tourism demand surveys","2017","2017",735178,,
"CRI","Costa Rica","AMERC","Central America","DEMAND","Tourism demand surveys","2018","2018",691386,,
"CRI","Costa Rica","AMERC","Central America","DEMAND","Tourism demand surveys","2019","2019",698601,,
"CRI","Costa Rica","AMERC","Central America","DEMAND","Tourism demand surveys","2020","2020",202374,,
"CRI","Costa Rica","AMERC","Central America","DEMAND","Tourism demand surveys","2021","2021",78425,,
"CRI","Costa Rica","AMERS","South America","DEMAND","Tourism demand surveys","2009","2009",109572,,
"CRI","Costa Rica","AMERS","South America","DEMAND","Tourism demand surveys","2010","2010",119167,,
"CRI","Costa Rica","AMERS","South America","DEMAND","Tourism demand surveys","2011","2011",128911,,
"CRI","Costa Rica","AMERS","South America","DEMAND","Tourism demand surveys","2012","2012",136486,,
"CRI","Costa Rica","AMERS","South America","DEMAND","Tourism demand surveys","2013","2013",164224,,
"CRI","Costa Rica","AMERS","South America","DEMAND","Tourism demand surveys","2014","2014",138138,,
"CRI","Costa Rica","AMERS","South America","DEMAND","Tourism demand surveys","2015","2015",156152,,
"CRI","Costa Rica","AMERS","South America","DEMAND","Tourism demand surveys","2016","2016",181179,,
"CRI","Costa Rica","AMERS","South America","DEMAND","Tourism demand surveys","2017","2017",181399,,
"CRI","Costa Rica","AMERS","South America","DEMAND","Tourism demand surveys","2018","2018",190413,,
"CRI","Costa Rica","AMERS","South America","DEMAND","Tourism demand surveys","2019","2019",195581,,
"CRI","Costa Rica","AMERS","South America","DEMAND","Tourism demand surveys","2020","2020",50237,,
"CRI","Costa Rica","AMERS","South America","DEMAND","Tourism demand surveys","2021","2021",60221,,
"CRI","Costa Rica","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2008","2008",23189831,"E","Estimated value"
"CRI","Costa Rica","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2009","2009",22878690,"E","Estimated value"
"CRI","Costa Rica","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2010","2010",22258187,"E","Estimated value"
"CRI","Costa Rica","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2011","2011",24112649,"E","Estimated value"
"CRI","Costa Rica","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2012","2012",27181271,"E","Estimated value"
"CRI","Costa Rica","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2013","2013",28164116,"E","Estimated value"
"CRI","Costa Rica","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2014","2014",31332531,"E","Estimated value"
"CRI","Costa Rica","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2015","2015",30060904,"E","Estimated value"
"CRI","Costa Rica","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2016","2016",35394049,"E","Estimated value"
"CRI","Costa Rica","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2017","2017",35222441,"E","Estimated value"
"CRI","Costa Rica","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2018","2018",35295004,"E","Estimated value"
"CRI","Costa Rica","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2019","2019",39551501,"E","Estimated value"
"CRI","Costa Rica","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2020","2020",13053665,"E","Estimated value"
"CRI","Costa Rica","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2021","2021",18319948,"E","Estimated value"
"HRV","Croatia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2008","2008",8665581,,
"HRV","Croatia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2009","2009",8693796,,
"HRV","Croatia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2010","2010",9110742,,
"HRV","Croatia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2011","2011",9926674,,
"HRV","Croatia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2012","2012",10369226,,
"HRV","Croatia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2013","2013",10948366,,
"HRV","Croatia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2014","2014",11622961,,
"HRV","Croatia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2015","2015",12683179,,
"HRV","Croatia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2016","2016",13808532,,
"HRV","Croatia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2017","2017",15592899,,
"HRV","Croatia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2018","2018",16644871,,
"HRV","Croatia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2019","2019",17353488,,
"HRV","Croatia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2020","2020",5545279,,
"HRV","Croatia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2021","2021",10640809,,
"HRV","Croatia","AUT","Austria","SUPPLY","Tourism supply surveys","2008","2008",692282,,
"HRV","Croatia","AUT","Austria","SUPPLY","Tourism supply surveys","2009","2009",776450,,
"HRV","Croatia","AUT","Austria","SUPPLY","Tourism supply surveys","2010","2010",810340,,
"HRV","Croatia","AUT","Austria","SUPPLY","Tourism supply surveys","2011","2011",892467,,
"HRV","Croatia","AUT","Austria","SUPPLY","Tourism supply surveys","2012","2012",945578,,
"HRV","Croatia","AUT","Austria","SUPPLY","Tourism supply surveys","2013","2013",969422,,
"HRV","Croatia","AUT","Austria","SUPPLY","Tourism supply surveys","2014","2014",1018521,,
"HRV","Croatia","AUT","Austria","SUPPLY","Tourism supply surveys","2015","2015",1119709,,
"HRV","Croatia","AUT","Austria","SUPPLY","Tourism supply surveys","2016","2016",1237969,,
"HRV","Croatia","AUT","Austria","SUPPLY","Tourism supply surveys","2017","2017",1331215,,
"HRV","Croatia","AUT","Austria","SUPPLY","Tourism supply surveys","2018","2018",1369709,,
"HRV","Croatia","AUT","Austria","SUPPLY","Tourism supply surveys","2019","2019",1385004,,
"HRV","Croatia","AUT","Austria","SUPPLY","Tourism supply surveys","2020","2020",355457,,
"HRV","Croatia","AUT","Austria","SUPPLY","Tourism supply surveys","2021","2021",1025521,,
"HRV","Croatia","CZE","Czech Republic","SUPPLY","Tourism supply surveys","2008","2008",588911,,
"HRV","Croatia","CZE","Czech Republic","SUPPLY","Tourism supply surveys","2009","2009",578517,,
"HRV","Croatia","CZE","Czech Republic","SUPPLY","Tourism supply surveys","2010","2010",605732,,
"HRV","Croatia","CZE","Czech Republic","SUPPLY","Tourism supply surveys","2011","2011",638036,,
"HRV","Croatia","CZE","Czech Republic","SUPPLY","Tourism supply surveys","2012","2012",647211,,
"HRV","Croatia","CZE","Czech Republic","SUPPLY","Tourism supply surveys","2013","2013",652154,,
"HRV","Croatia","CZE","Czech Republic","SUPPLY","Tourism supply surveys","2014","2014",661486,,
"HRV","Croatia","CZE","Czech Republic","SUPPLY","Tourism supply surveys","2015","2015",696151,,
"HRV","Croatia","CZE","Czech Republic","SUPPLY","Tourism supply surveys","2016","2016",688953,,
"HRV","Croatia","CZE","Czech Republic","SUPPLY","Tourism supply surveys","2017","2017",741757,,
"HRV","Croatia","CZE","Czech Republic","SUPPLY","Tourism supply surveys","2018","2018",755104,,
"HRV","Croatia","CZE","Czech Republic","SUPPLY","Tourism supply surveys","2019","2019",742248,,
"HRV","Croatia","CZE","Czech Republic","SUPPLY","Tourism supply surveys","2020","2020",481458,,
"HRV","Croatia","CZE","Czech Republic","SUPPLY","Tourism supply surveys","2021","2021",720913,,
"HRV","Croatia","DEU","Germany","SUPPLY","Tourism supply surveys","2008","2008",1404832,,
"HRV","Croatia","DEU","Germany","SUPPLY","Tourism supply surveys","2009","2009",1463281,,
"HRV","Croatia","DEU","Germany","SUPPLY","Tourism supply surveys","2010","2010",1525133,,
"HRV","Croatia","DEU","Germany","SUPPLY","Tourism supply surveys","2011","2011",1661346,,
"HRV","Croatia","DEU","Germany","SUPPLY","Tourism supply surveys","2012","2012",1852731,,
"HRV","Croatia","DEU","Germany","SUPPLY","Tourism supply surveys","2013","2013",1931890,,
"HRV","Croatia","DEU","Germany","SUPPLY","Tourism supply surveys","2014","2014",1988993,,
"HRV","Croatia","DEU","Germany","SUPPLY","Tourism supply surveys","2015","2015",2124149,,
"HRV","Croatia","DEU","Germany","SUPPLY","Tourism supply surveys","2016","2016",2277378,,
"HRV","Croatia","DEU","Germany","SUPPLY","Tourism supply surveys","2017","2017",2615900,,
"HRV","Croatia","DEU","Germany","SUPPLY","Tourism supply surveys","2018","2018",2783513,,
"HRV","Croatia","DEU","Germany","SUPPLY","Tourism supply surveys","2019","2019",2881284,,
"HRV","Croatia","DEU","Germany","SUPPLY","Tourism supply surveys","2020","2020",1480454,,
"HRV","Croatia","DEU","Germany","SUPPLY","Tourism supply surveys","2021","2021",2737013,,
"HRV","Croatia","ITA","Italy","SUPPLY","Tourism supply surveys","2008","2008",1008598,,
"HRV","Croatia","ITA","Italy","SUPPLY","Tourism supply surveys","2009","2009",1057893,,
"HRV","Croatia","ITA","Italy","SUPPLY","Tourism supply surveys","2010","2010",1018375,,
"HRV","Croatia","ITA","Italy","SUPPLY","Tourism supply surveys","2011","2011",1150311,,
"HRV","Croatia","ITA","Italy","SUPPLY","Tourism supply surveys","2012","2012",1050514,,
"HRV","Croatia","ITA","Italy","SUPPLY","Tourism supply surveys","2013","2013",1016953,,
"HRV","Croatia","ITA","Italy","SUPPLY","Tourism supply surveys","2014","2014",1060912,,
"HRV","Croatia","ITA","Italy","SUPPLY","Tourism supply surveys","2015","2015",1111428,,
"HRV","Croatia","ITA","Italy","SUPPLY","Tourism supply surveys","2016","2016",1119932,,
"HRV","Croatia","ITA","Italy","SUPPLY","Tourism supply surveys","2017","2017",1110219,,
"HRV","Croatia","ITA","Italy","SUPPLY","Tourism supply surveys","2018","2018",1148078,,
"HRV","Croatia","ITA","Italy","SUPPLY","Tourism supply surveys","2019","2019",1175069,,
"HRV","Croatia","ITA","Italy","SUPPLY","Tourism supply surveys","2020","2020",228458,,
"HRV","Croatia","ITA","Italy","SUPPLY","Tourism supply surveys","2021","2021",417253,,
"HRV","Croatia","SVN","Slovenia","SUPPLY","Tourism supply surveys","2008","2008",984807,,
"HRV","Croatia","SVN","Slovenia","SUPPLY","Tourism supply surveys","2009","2009",962604,,
"HRV","Croatia","SVN","Slovenia","SUPPLY","Tourism supply surveys","2010","2010",1016572,,
"HRV","Croatia","SVN","Slovenia","SUPPLY","Tourism supply surveys","2011","2011",1099919,,
"HRV","Croatia","SVN","Slovenia","SUPPLY","Tourism supply surveys","2012","2012",1053553,,
"HRV","Croatia","SVN","Slovenia","SUPPLY","Tourism supply surveys","2013","2013",1066610,,
"HRV","Croatia","SVN","Slovenia","SUPPLY","Tourism supply surveys","2014","2014",1101552,,
"HRV","Croatia","SVN","Slovenia","SUPPLY","Tourism supply surveys","2015","2015",1191998,,
"HRV","Croatia","SVN","Slovenia","SUPPLY","Tourism supply surveys","2016","2016",1298501,,
"HRV","Croatia","SVN","Slovenia","SUPPLY","Tourism supply surveys","2017","2017",1297681,,
"HRV","Croatia","SVN","Slovenia","SUPPLY","Tourism supply surveys","2018","2018",1364252,,
"HRV","Croatia","SVN","Slovenia","SUPPLY","Tourism supply surveys","2019","2019",1426246,,
"HRV","Croatia","SVN","Slovenia","SUPPLY","Tourism supply surveys","2020","2020",769264,,
"HRV","Croatia","SVN","Slovenia","SUPPLY","Tourism supply surveys","2021","2021",994990,,
"HRV","Croatia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2008","2008",49267686,,
"HRV","Croatia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2009","2009",49229508,,
"HRV","Croatia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2010","2010",50992321,,
"HRV","Croatia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2011","2011",54751305,,
"HRV","Croatia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2012","2012",57522137,,
"HRV","Croatia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2013","2013",59679630,,
"HRV","Croatia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2014","2014",61323572,,
"HRV","Croatia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2015","2015",65862680,,
"HRV","Croatia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2016","2016",72193352,,
"HRV","Croatia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2017","2017",80221997,,
"HRV","Croatia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2018","2018",83175143,,
"HRV","Croatia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2019","2019",84147631,,
"HRV","Croatia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2020","2020",35379064,,
"HRV","Croatia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2021","2021",62847827,,
"HRV","Croatia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2008","2008",19208229,,
"HRV","Croatia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2009","2009",18095113,,
"HRV","Croatia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2010","2010",19150838,,
"HRV","Croatia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2011","2011",20405829,,
"HRV","Croatia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2012","2012",21356029,,
"HRV","Croatia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2013","2013",22476844,,
"HRV","Croatia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2014","2014",22664537,,
"HRV","Croatia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2015","2015",24118527,,
"HRV","Croatia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2016","2016",26580658,,
"HRV","Croatia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2017","2017",28543321,,
"HRV","Croatia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2018","2018",29318610,,
"HRV","Croatia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2019","2019",29706566,,
"HRV","Croatia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2020","2020",7889939,,
"HRV","Croatia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2021","2021",17423233,,
"HRV","Croatia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2008","2008",13336670,,
"HRV","Croatia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2009","2009",13991622,,
"HRV","Croatia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2010","2010",14084044,,
"HRV","Croatia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2011","2011",14983173,,
"HRV","Croatia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2012","2012",15937519,,
"HRV","Croatia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2013","2013",16150332,,
"HRV","Croatia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2014","2014",16009672,,
"HRV","Croatia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2015","2015",16488040,,
"HRV","Croatia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2016","2016",16788089,,
"HRV","Croatia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2017","2017",18276715,,
"HRV","Croatia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2018","2018",18379527,,
"HRV","Croatia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2019","2019",18182655,,
"HRV","Croatia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2020","2020",8228316,,
"HRV","Croatia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2021","2021",16301490,,
"HRV","Croatia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2008","2008",16722787,,
"HRV","Croatia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2009","2009",17142773,,
"HRV","Croatia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2010","2010",17757439,,
"HRV","Croatia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2011","2011",19362303,,
"HRV","Croatia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2012","2012",20228589,,
